original_row_index,generated_version,item_number,list_item,Full verb phrase,Causality,NP1,verb,NP2,because,pronoun,präposition,adjective + verb,and,NP final,verb final,Generated-Sentence,np2_replacement_status,NP1 - male,NP1 - female,NP2 - male,NP2 - female,verb_bias,Unnamed: 7,Unnamed: 18,Ferstl_verb_eng,Ferstl_sem_cat,Ferstl_eng_verb_length,Ferstl_eng_verb_freq,Ferstl_val,Ferstl_IVC,verb_bias.1,new verb,old verb,german_verb_freq,german_verb_length,Unnamed: 30,Previous-Sentences (04/2026),adj,german_adj_freq,german_adj_length,Susanne_avgRating_Score,Susanne_avgRating_Score.1,20_Best_Verbs,adj_amb
183,both_female,7,61,verriet,NP2-Causality,Die Schwester,verriet,"die Kollegin,",weil,sie,zu dieser Zeit,untreu war,und,Vereinbarungen,misachtete,"Die Schwester verriet die Kollegin, weil sie zu dieser Zeit untreu war und Vereinbarungen misachtete.",ok_prefix_keep_particle_or_punctuation,Der Bruder,Die Schwester,den Kollegen,die Kollegin,NP1,,,betrayed,AgP,8,7,-2.45,74,NP1,verriet,verriet,2.09,7,,"Der Bruder verriet die Kollegin, weil sie am späten Nachmittag schuldig war und das Schweigen bewahrte.",schuldig,15.04,8,50,50,suboptimal,nonamb
183,swapped,8,61,verriet,NP2-Causality,Die Schwester,verriet,"den Kollegen,",weil,er,zu dieser Zeit,untreu war,und,Vereinbarungen,misachtete,"Die Schwester verriet den Kollegen, weil er zu dieser Zeit untreu war und Vereinbarungen misachtete.",ok_prefix_keep_particle_or_punctuation,Der Bruder,Die Schwester,den Kollegen,die Kollegin,NP1,,,betrayed,AgP,8,7,-2.45,74,NP1,verriet,verriet,2.09,7,,"Der Bruder verriet die Kollegin, weil sie am späten Nachmittag schuldig war und das Schweigen bewahrte.",schuldig,15.04,8,50,50,suboptimal,nonamb
4,original,1,62,gratulierte,NP1-Causality,Der Neffe,gratulierte,"der Tante,",weil,er,schon immer,schmeichelhaft war,und,Vorteile,erhoffte,"Der Neffe gratulierte der Tante, weil er schon immer schmeichelhaft war und Vorteile erhoffte.",ok_prefix_keep_particle_or_punctuation,Der Neffe,Die Nichte,dem Onkel,der Tante,NP2,,,congratulated,AgEvo,13,17,1.82,-94,NP2,gratulierte,gratulierte,1.03,11,,"Der Neffe gratulierte der Tante, weil er von Anfang an berechnend war und den Vorteil suchte.",berechnend,0.9,10,68.75,68.75,optimal,nonamb
4,both_male,2,62,gratulierte,NP1-Causality,Der Neffe,gratulierte,"dem Onkel,",weil,er,schon immer,schmeichelhaft war,und,Vorteile,erhoffte,"Der Neffe gratulierte dem Onkel, weil er schon immer schmeichelhaft war und Vorteile erhoffte.",ok_prefix_keep_particle_or_punctuation,Der Neffe,Die Nichte,dem Onkel,der Tante,NP2,,,congratulated,AgEvo,13,17,1.82,-94,NP2,gratulierte,gratulierte,1.03,11,,"Der Neffe gratulierte der Tante, weil er von Anfang an berechnend war und den Vorteil suchte.",berechnend,0.9,10,68.75,68.75,optimal,nonamb
4,both_female,3,62,gratulierte,NP1-Causality,Die Nichte,gratulierte,"der Tante,",weil,sie,schon immer,schmeichelhaft war,und,Vorteile,erhoffte,"Die Nichte gratulierte der Tante, weil sie schon immer schmeichelhaft war und Vorteile erhoffte.",ok_prefix_keep_particle_or_punctuation,Der Neffe,Die Nichte,dem Onkel,der Tante,NP2,,,congratulated,AgEvo,13,17,1.82,-94,NP2,gratulierte,gratulierte,1.03,11,,"Der Neffe gratulierte der Tante, weil er von Anfang an berechnend war und den Vorteil suchte.",berechnend,0.9,10,68.75,68.75,optimal,nonamb
4,swapped,4,62,gratulierte,NP1-Causality,Die Nichte,gratulierte,"dem Onkel,",weil,sie,schon immer,schmeichelhaft war,und,Vorteile,erhoffte,"Die Nichte gratulierte dem Onkel, weil sie schon immer schmeichelhaft war und Vorteile erhoffte.",ok_prefix_keep_particle_or_punctuation,Der Neffe,Die Nichte,dem Onkel,der Tante,NP2,,,congratulated,AgEvo,13,17,1.82,-94,NP2,gratulierte,gratulierte,1.03,11,,"Der Neffe gratulierte der Tante, weil er von Anfang an berechnend war und den Vorteil suchte.",berechnend,0.9,10,68.75,68.75,optimal,nonamb
5,original,5,62,gratulierte,NP2-Causality,Der Neffe,gratulierte,"der Tante,",weil,sie,schon immer,beeindruckend war ,und ,Ideen,generierte,"Der Neffe gratulierte der Tante, weil sie schon immer beeindruckend war und Ideen generierte.",ok_prefix_keep_particle_or_punctuation,Der Neffe,Die Nichte,dem Onkel,der Tante,NP2,,,congratulated,AgEvo,13,17,1.82,-94,NP2,gratulierte,gratulierte,1.03,11,,"Der Neffe gratulierte der Tante, weil sie von Anfang an einflussreich war und die Unterstützung gewährte.",einflussreich,0.33,13,68.75,68.75,optimal,nonamb
5,both_male,6,62,gratulierte,NP2-Causality,Der Neffe,gratulierte,"dem Onkel,",weil,er,schon immer,beeindruckend war ,und ,Ideen,generierte,"Der Neffe gratulierte dem Onkel, weil er schon immer beeindruckend war und Ideen generierte.",ok_prefix_keep_particle_or_punctuation,Der Neffe,Die Nichte,dem Onkel,der Tante,NP2,,,congratulated,AgEvo,13,17,1.82,-94,NP2,gratulierte,gratulierte,1.03,11,,"Der Neffe gratulierte der Tante, weil sie von Anfang an einflussreich war und die Unterstützung gewährte.",einflussreich,0.33,13,68.75,68.75,optimal,nonamb
5,both_female,7,62,gratulierte,NP2-Causality,Die Nichte,gratulierte,"der Tante,",weil,sie,schon immer,beeindruckend war ,und ,Ideen,generierte,"Die Nichte gratulierte der Tante, weil sie schon immer beeindruckend war und Ideen generierte.",ok_prefix_keep_particle_or_punctuation,Der Neffe,Die Nichte,dem Onkel,der Tante,NP2,,,congratulated,AgEvo,13,17,1.82,-94,NP2,gratulierte,gratulierte,1.03,11,,"Der Neffe gratulierte der Tante, weil sie von Anfang an einflussreich war und die Unterstützung gewährte.",einflussreich,0.33,13,68.75,68.75,optimal,nonamb
5,swapped,8,62,gratulierte,NP2-Causality,Die Nichte,gratulierte,"dem Onkel,",weil,er,schon immer,beeindruckend war ,und ,Ideen,generierte,"Die Nichte gratulierte dem Onkel, weil er schon immer beeindruckend war und Ideen generierte.",ok_prefix_keep_particle_or_punctuation,Der Neffe,Die Nichte,dem Onkel,der Tante,NP2,,,congratulated,AgEvo,13,17,1.82,-94,NP2,gratulierte,gratulierte,1.03,11,,"Der Neffe gratulierte der Tante, weil sie von Anfang an einflussreich war und die Unterstützung gewährte.",einflussreich,0.33,13,68.75,68.75,optimal,nonamb
142,original,1,63,verunglimpfte,NP1-Causality,Der Mieter,verunglimpfte,"die Vermieterin,",weil,er,schon immer,neidisch war, und ,Missgunst,verspührte,"Der Mieter verunglimpfte die Vermieterin, weil er schon immer neidisch war und Missgunst verspührte.",ok_prefix_keep_particle_or_punctuation,Der Mieter,Die Mieterin,den Vermieter,die Vermieterin,neutral,,,denigrated,AgEvo,10,0,-1.09,12,neutral,verunglimpfte,verunglimpfte,0.05,13,,"Der Mieter verunglimpfte die Vermieterin, weil er von Anfang an neidisch war und die Missgunst hegte.",neidisch,2.65,8,93.75,93.75,optimal,nonamb
142,both_male,2,63,verunglimpfte,NP1-Causality,Der Mieter,verunglimpfte,"den Vermieter,",weil,er,schon immer,neidisch war, und ,Missgunst,verspührte,"Der Mieter verunglimpfte den Vermieter, weil er schon immer neidisch war und Missgunst verspührte.",ok_prefix_keep_particle_or_punctuation,Der Mieter,Die Mieterin,den Vermieter,die Vermieterin,neutral,,,denigrated,AgEvo,10,0,-1.09,12,neutral,verunglimpfte,verunglimpfte,0.05,13,,"Der Mieter verunglimpfte die Vermieterin, weil er von Anfang an neidisch war und die Missgunst hegte.",neidisch,2.65,8,93.75,93.75,optimal,nonamb
142,both_female,3,63,verunglimpfte,NP1-Causality,Die Mieterin,verunglimpfte,"die Vermieterin,",weil,sie,schon immer,neidisch war, und ,Missgunst,verspührte,"Die Mieterin verunglimpfte die Vermieterin, weil sie schon immer neidisch war und Missgunst verspührte.",ok_prefix_keep_particle_or_punctuation,Der Mieter,Die Mieterin,den Vermieter,die Vermieterin,neutral,,,denigrated,AgEvo,10,0,-1.09,12,neutral,verunglimpfte,verunglimpfte,0.05,13,,"Der Mieter verunglimpfte die Vermieterin, weil er von Anfang an neidisch war und die Missgunst hegte.",neidisch,2.65,8,93.75,93.75,optimal,nonamb
142,swapped,4,63,verunglimpfte,NP1-Causality,Die Mieterin,verunglimpfte,"den Vermieter,",weil,sie,schon immer,neidisch war, und ,Missgunst,verspührte,"Die Mieterin verunglimpfte den Vermieter, weil sie schon immer neidisch war und Missgunst verspührte.",ok_prefix_keep_particle_or_punctuation,Der Mieter,Die Mieterin,den Vermieter,die Vermieterin,neutral,,,denigrated,AgEvo,10,0,-1.09,12,neutral,verunglimpfte,verunglimpfte,0.05,13,,"Der Mieter verunglimpfte die Vermieterin, weil er von Anfang an neidisch war und die Missgunst hegte.",neidisch,2.65,8,93.75,93.75,optimal,nonamb
143,original,5,63,verunglimpfte,NP2-Causality,Der Mieter,verunglimpfte,"die Vermieterin,",weil,sie,schon immer,überteuert war, und ,Klagen,provozierte,"Der Mieter verunglimpfte die Vermieterin, weil sie schon immer überteuert war und Klagen provozierte.",ok_prefix_keep_particle_or_punctuation,Der Mieter,Die Mieterin,den Vermieter,die Vermieterin,neutral,,,denigrated,AgEvo,10,0,-1.09,12,neutral,verunglimpfte,verunglimpfte,0.05,13,,"Der Mieter verunglimpfte die Vermieterin, weil sie von Anfang an überteuert war und die Klage provozierte.",überteuert,1.63,10,93.75,93.75,optimal,nonamb
143,both_male,6,63,verunglimpfte,NP2-Causality,Der Mieter,verunglimpfte,"den Vermieter,",weil,er,schon immer,überteuert war, und ,Klagen,provozierte,"Der Mieter verunglimpfte den Vermieter, weil er schon immer überteuert war und Klagen provozierte.",ok_prefix_keep_particle_or_punctuation,Der Mieter,Die Mieterin,den Vermieter,die Vermieterin,neutral,,,denigrated,AgEvo,10,0,-1.09,12,neutral,verunglimpfte,verunglimpfte,0.05,13,,"Der Mieter verunglimpfte die Vermieterin, weil sie von Anfang an überteuert war und die Klage provozierte.",überteuert,1.63,10,93.75,93.75,optimal,nonamb
143,both_female,7,63,verunglimpfte,NP2-Causality,Die Mieterin,verunglimpfte,"die Vermieterin,",weil,sie,schon immer,überteuert war, und ,Klagen,provozierte,"Die Mieterin verunglimpfte die Vermieterin, weil sie schon immer überteuert war und Klagen provozierte.",ok_prefix_keep_particle_or_punctuation,Der Mieter,Die Mieterin,den Vermieter,die Vermieterin,neutral,,,denigrated,AgEvo,10,0,-1.09,12,neutral,verunglimpfte,verunglimpfte,0.05,13,,"Der Mieter verunglimpfte die Vermieterin, weil sie von Anfang an überteuert war und die Klage provozierte.",überteuert,1.63,10,93.75,93.75,optimal,nonamb
143,swapped,8,63,verunglimpfte,NP2-Causality,Die Mieterin,verunglimpfte,"den Vermieter,",weil,er,schon immer,überteuert war, und ,Klagen,provozierte,"Die Mieterin verunglimpfte den Vermieter, weil er schon immer überteuert war und Klagen provozierte.",ok_prefix_keep_particle_or_punctuation,Der Mieter,Die Mieterin,den Vermieter,die Vermieterin,neutral,,,denigrated,AgEvo,10,0,-1.09,12,neutral,verunglimpfte,verunglimpfte,0.05,13,,"Der Mieter verunglimpfte die Vermieterin, weil sie von Anfang an überteuert war und die Klage provozierte.",überteuert,1.63,10,93.75,93.75,optimal,nonamb
224,original,1,64,erfreute,NP1-Causality,Der Spieler,erfreute,"die Trainerin, ",weil,er,in dem Spiel,erfolgreich war ,und ,die Atmosphäre,genoss,"Der Spieler erfreute die Trainerin, weil er in dem Spiel erfolgreich war und die Atmosphäre genoss.",ok_prefix_keep_particle_or_punctuation,Der Spieler,Die Spielerin,den Trainer,die Trainerin,NP1,,,delighted,StimExp,9,57,2.45,85,NP1,erfreute,erfreute,1.45,8,,"Der Spieler erfreute die Trainerin, weil er nach dem Spiel siegreich war und das Lob erhielt. ",siegreich,4.15,9,56.25,56.25,suboptimal,nonamb
224,both_male,2,64,erfreute,NP1-Causality,Der Spieler,erfreute,"den Trainer, ",weil,er,in dem Spiel,erfolgreich war ,und ,die Atmosphäre,genoss,"Der Spieler erfreute den Trainer, weil er in dem Spiel erfolgreich war und die Atmosphäre genoss.",ok_prefix_keep_particle_or_punctuation,Der Spieler,Die Spielerin,den Trainer,die Trainerin,NP1,,,delighted,StimExp,9,57,2.45,85,NP1,erfreute,erfreute,1.45,8,,"Der Spieler erfreute die Trainerin, weil er nach dem Spiel siegreich war und das Lob erhielt. ",siegreich,4.15,9,56.25,56.25,suboptimal,nonamb
224,both_female,3,64,erfreute,NP1-Causality,Die Spielerin,erfreute,"die Trainerin, ",weil,sie,in dem Spiel,erfolgreich war ,und ,die Atmosphäre,genoss,"Die Spielerin erfreute die Trainerin, weil sie in dem Spiel erfolgreich war und die Atmosphäre genoss.",ok_prefix_keep_particle_or_punctuation,Der Spieler,Die Spielerin,den Trainer,die Trainerin,NP1,,,delighted,StimExp,9,57,2.45,85,NP1,erfreute,erfreute,1.45,8,,"Der Spieler erfreute die Trainerin, weil er nach dem Spiel siegreich war und das Lob erhielt. ",siegreich,4.15,9,56.25,56.25,suboptimal,nonamb
224,swapped,4,64,erfreute,NP1-Causality,Die Spielerin,erfreute,"den Trainer, ",weil,sie,in dem Spiel,erfolgreich war ,und ,die Atmosphäre,genoss,"Die Spielerin erfreute den Trainer, weil sie in dem Spiel erfolgreich war und die Atmosphäre genoss.",ok_prefix_keep_particle_or_punctuation,Der Spieler,Die Spielerin,den Trainer,die Trainerin,NP1,,,delighted,StimExp,9,57,2.45,85,NP1,erfreute,erfreute,1.45,8,,"Der Spieler erfreute die Trainerin, weil er nach dem Spiel siegreich war und das Lob erhielt. ",siegreich,4.15,9,56.25,56.25,suboptimal,nonamb
225,original,5,64,erfreute,NP2-Causality,Der Spieler,erfreute,"die Trainerin, ",weil,sie,in dem Spiel,förderlich war,und ,zum Sieg,beitrug,"Der Spieler erfreute die Trainerin, weil sie in dem Spiel förderlich war und zum Sieg beitrug.",ok_prefix_keep_particle_or_punctuation,Der Spieler,Die Spielerin,den Trainer,die Trainerin,NP1,,,delighted,StimExp,9,57,2.45,85,NP1,erfreute,erfreute,1.45,8,,"Der Spieler erfreute die Trainerin, weil sie nach dem Spiel erwartungslos war und die Überraschung erlebte. ",weniger erwartet,0.03,15,56.25,56.25,suboptimal,nonamb
225,both_male,6,64,erfreute,NP2-Causality,Der Spieler,erfreute,"den Trainer, ",weil,er,in dem Spiel,förderlich war,und ,zum Sieg,beitrug,"Der Spieler erfreute den Trainer, weil er in dem Spiel förderlich war und zum Sieg beitrug.",ok_prefix_keep_particle_or_punctuation,Der Spieler,Die Spielerin,den Trainer,die Trainerin,NP1,,,delighted,StimExp,9,57,2.45,85,NP1,erfreute,erfreute,1.45,8,,"Der Spieler erfreute die Trainerin, weil sie nach dem Spiel erwartungslos war und die Überraschung erlebte. ",weniger erwartet,0.03,15,56.25,56.25,suboptimal,nonamb
225,both_female,7,64,erfreute,NP2-Causality,Die Spielerin,erfreute,"die Trainerin, ",weil,sie,in dem Spiel,förderlich war,und ,zum Sieg,beitrug,"Die Spielerin erfreute die Trainerin, weil sie in dem Spiel förderlich war und zum Sieg beitrug.",ok_prefix_keep_particle_or_punctuation,Der Spieler,Die Spielerin,den Trainer,die Trainerin,NP1,,,delighted,StimExp,9,57,2.45,85,NP1,erfreute,erfreute,1.45,8,,"Der Spieler erfreute die Trainerin, weil sie nach dem Spiel erwartungslos war und die Überraschung erlebte. ",weniger erwartet,0.03,15,56.25,56.25,suboptimal,nonamb
225,swapped,8,64,erfreute,NP2-Causality,Die Spielerin,erfreute,"den Trainer, ",weil,er,in dem Spiel,förderlich war,und ,zum Sieg,beitrug,"Die Spielerin erfreute den Trainer, weil er in dem Spiel förderlich war und zum Sieg beitrug.",ok_prefix_keep_particle_or_punctuation,Der Spieler,Die Spielerin,den Trainer,die Trainerin,NP1,,,delighted,StimExp,9,57,2.45,85,NP1,erfreute,erfreute,1.45,8,,"Der Spieler erfreute die Trainerin, weil sie nach dem Spiel erwartungslos war und die Überraschung erlebte. ",weniger erwartet,0.03,15,56.25,56.25,suboptimal,nonamb
46,original,1,65,beschäftigte,NP1-Causality,Der Onkel,beschäftigte,"die Nichte,",weil,er,schon immer,unternehmerisch war,und,Stellen,vergab,"Der Onkel beschäftigte die Nichte, weil er schon immer unternehmerisch war und Stellen vergab.",ok_prefix_keep_particle_or_punctuation,Der Onkel,Die Tante,den Neffen,die Nichte,NP2,,,employed,AgP,8,27,1,-76,NP2,beschäftigte,beschäftigte,61.28,12,,"Der Onkel beschäftigte die Nichte, weil er schon seit Langem unternehmerisch war und die Chance nutzte.",unternehmerisch,11.44,15,50,50,suboptimal,nonamb
46,both_male,2,65,beschäftigte,NP1-Causality,Der Onkel,beschäftigte,"den Neffen,",weil,er,schon immer,unternehmerisch war,und,Stellen,vergab,"Der Onkel beschäftigte den Neffen, weil er schon immer unternehmerisch war und Stellen vergab.",ok_prefix_keep_particle_or_punctuation,Der Onkel,Die Tante,den Neffen,die Nichte,NP2,,,employed,AgP,8,27,1,-76,NP2,beschäftigte,beschäftigte,61.28,12,,"Der Onkel beschäftigte die Nichte, weil er schon seit Langem unternehmerisch war und die Chance nutzte.",unternehmerisch,11.44,15,50,50,suboptimal,nonamb
46,both_female,3,65,beschäftigte,NP1-Causality,Die Tante,beschäftigte,"die Nichte,",weil,sie,schon immer,unternehmerisch war,und,Stellen,vergab,"Die Tante beschäftigte die Nichte, weil sie schon immer unternehmerisch war und Stellen vergab.",ok_prefix_keep_particle_or_punctuation,Der Onkel,Die Tante,den Neffen,die Nichte,NP2,,,employed,AgP,8,27,1,-76,NP2,beschäftigte,beschäftigte,61.28,12,,"Der Onkel beschäftigte die Nichte, weil er schon seit Langem unternehmerisch war und die Chance nutzte.",unternehmerisch,11.44,15,50,50,suboptimal,nonamb
46,swapped,4,65,beschäftigte,NP1-Causality,Die Tante,beschäftigte,"den Neffen,",weil,sie,schon immer,unternehmerisch war,und,Stellen,vergab,"Die Tante beschäftigte den Neffen, weil sie schon immer unternehmerisch war und Stellen vergab.",ok_prefix_keep_particle_or_punctuation,Der Onkel,Die Tante,den Neffen,die Nichte,NP2,,,employed,AgP,8,27,1,-76,NP2,beschäftigte,beschäftigte,61.28,12,,"Der Onkel beschäftigte die Nichte, weil er schon seit Langem unternehmerisch war und die Chance nutzte.",unternehmerisch,11.44,15,50,50,suboptimal,nonamb
47,original,5,65,beschäftigte,NP2-Causality,Der Onkel,beschäftigte,"die Nichte,",weil,sie,schon immer,zuverlässig war,und,Aufgaben,erledigte,"Der Onkel beschäftigte die Nichte, weil sie schon immer zuverlässig war und Aufgaben erledigte.",ok_prefix_keep_particle_or_punctuation,Der Onkel,Die Tante,den Neffen,die Nichte,NP2,,,employed,AgP,8,27,1,-76,NP2,beschäftigte,beschäftigte,61.28,12,,"Der Onkel beschäftigte die Nichte, weil sie schon seit Langem zuverlässig war und die Aufgaben erledigte.",zuverlässig,17.21,11,50,50,suboptimal,nonamb
47,both_male,6,65,beschäftigte,NP2-Causality,Der Onkel,beschäftigte,"den Neffen,",weil,er,schon immer,zuverlässig war,und,Aufgaben,erledigte,"Der Onkel beschäftigte den Neffen, weil er schon immer zuverlässig war und Aufgaben erledigte.",ok_prefix_keep_particle_or_punctuation,Der Onkel,Die Tante,den Neffen,die Nichte,NP2,,,employed,AgP,8,27,1,-76,NP2,beschäftigte,beschäftigte,61.28,12,,"Der Onkel beschäftigte die Nichte, weil sie schon seit Langem zuverlässig war und die Aufgaben erledigte.",zuverlässig,17.21,11,50,50,suboptimal,nonamb
47,both_female,7,65,beschäftigte,NP2-Causality,Die Tante,beschäftigte,"die Nichte,",weil,sie,schon immer,zuverlässig war,und,Aufgaben,erledigte,"Die Tante beschäftigte die Nichte, weil sie schon immer zuverlässig war und Aufgaben erledigte.",ok_prefix_keep_particle_or_punctuation,Der Onkel,Die Tante,den Neffen,die Nichte,NP2,,,employed,AgP,8,27,1,-76,NP2,beschäftigte,beschäftigte,61.28,12,,"Der Onkel beschäftigte die Nichte, weil sie schon seit Langem zuverlässig war und die Aufgaben erledigte.",zuverlässig,17.21,11,50,50,suboptimal,nonamb
47,swapped,8,65,beschäftigte,NP2-Causality,Die Tante,beschäftigte,"den Neffen,",weil,er,schon immer,zuverlässig war,und,Aufgaben,erledigte,"Die Tante beschäftigte den Neffen, weil er schon immer zuverlässig war und Aufgaben erledigte.",ok_prefix_keep_particle_or_punctuation,Der Onkel,Die Tante,den Neffen,die Nichte,NP2,,,employed,AgP,8,27,1,-76,NP2,beschäftigte,beschäftigte,61.28,12,,"Der Onkel beschäftigte die Nichte, weil sie schon seit Langem zuverlässig war und die Aufgaben erledigte.",zuverlässig,17.21,11,50,50,suboptimal,nonamb
130,original,1,66,täuschte,NP1-Causality,Der Verkäufer,täuschte,"die Kundin,",weil,er,in dem Moment,genervt war,und ,Vertrauen,missbrauchte,"Der Verkäufer täuschte die Kundin, weil er in dem Moment genervt war und Vertrauen missbrauchte.",ok_prefix_keep_particle_or_punctuation,Der Verkäufer,Die Verkäuferin,den Kunden,die Kundin,neutral,,,fooled,AgP,6,17,0.45,10,neutral,täuschte,täuschte,0.44,8,,"Der Verkäufer täuschte die Kundin, weil er am frühen Morgen gewinnorientiert war und den Vorteil suchte.",gewinnorientiert,0.7,16,50,50,suboptimal,nonamb
130,both_male,2,66,täuschte,NP1-Causality,Der Verkäufer,täuschte,"den Kunden,",weil,er,in dem Moment,genervt war,und ,Vertrauen,missbrauchte,"Der Verkäufer täuschte den Kunden, weil er in dem Moment genervt war und Vertrauen missbrauchte.",ok_prefix_keep_particle_or_punctuation,Der Verkäufer,Die Verkäuferin,den Kunden,die Kundin,neutral,,,fooled,AgP,6,17,0.45,10,neutral,täuschte,täuschte,0.44,8,,"Der Verkäufer täuschte die Kundin, weil er am frühen Morgen gewinnorientiert war und den Vorteil suchte.",gewinnorientiert,0.7,16,50,50,suboptimal,nonamb
130,both_female,3,66,täuschte,NP1-Causality,Die Verkäuferin,täuschte,"die Kundin,",weil,sie,in dem Moment,genervt war,und ,Vertrauen,missbrauchte,"Die Verkäuferin täuschte die Kundin, weil sie in dem Moment genervt war und Vertrauen missbrauchte.",ok_prefix_keep_particle_or_punctuation,Der Verkäufer,Die Verkäuferin,den Kunden,die Kundin,neutral,,,fooled,AgP,6,17,0.45,10,neutral,täuschte,täuschte,0.44,8,,"Der Verkäufer täuschte die Kundin, weil er am frühen Morgen gewinnorientiert war und den Vorteil suchte.",gewinnorientiert,0.7,16,50,50,suboptimal,nonamb
130,swapped,4,66,täuschte,NP1-Causality,Die Verkäuferin,täuschte,"den Kunden,",weil,sie,in dem Moment,genervt war,und ,Vertrauen,missbrauchte,"Die Verkäuferin täuschte den Kunden, weil sie in dem Moment genervt war und Vertrauen missbrauchte.",ok_prefix_keep_particle_or_punctuation,Der Verkäufer,Die Verkäuferin,den Kunden,die Kundin,neutral,,,fooled,AgP,6,17,0.45,10,neutral,täuschte,täuschte,0.44,8,,"Der Verkäufer täuschte die Kundin, weil er am frühen Morgen gewinnorientiert war und den Vorteil suchte.",gewinnorientiert,0.7,16,50,50,suboptimal,nonamb
131,original,5,66,täuschte,NP2-Causality,Der Verkäufer,täuschte,"die Kundin,",weil,sie,in dem Moment,unaufmerksam war,und ,Störungen,verursachte,"Der Verkäufer täuschte die Kundin, weil sie in dem Moment unaufmerksam war und Störungen verursachte.",ok_prefix_keep_particle_or_punctuation,Der Verkäufer,Die Verkäuferin,den Kunden,die Kundin,neutral,,,fooled,AgP,6,17,0.45,10,neutral,täuschte,täuschte,0.44,8,,"Der Verkäufer täuschte die Kundin, weil sie am frühen Morgen unerfahren war und die Unsicherheit zeigte.",unerfahren,2.77,10,50,50,suboptimal,nonamb
131,both_male,6,66,täuschte,NP2-Causality,Der Verkäufer,täuschte,"den Kunden,",weil,er,in dem Moment,unaufmerksam war,und ,Störungen,verursachte,"Der Verkäufer täuschte den Kunden, weil er in dem Moment unaufmerksam war und Störungen verursachte.",ok_prefix_keep_particle_or_punctuation,Der Verkäufer,Die Verkäuferin,den Kunden,die Kundin,neutral,,,fooled,AgP,6,17,0.45,10,neutral,täuschte,täuschte,0.44,8,,"Der Verkäufer täuschte die Kundin, weil sie am frühen Morgen unerfahren war und die Unsicherheit zeigte.",unerfahren,2.77,10,50,50,suboptimal,nonamb
131,both_female,7,66,täuschte,NP2-Causality,Die Verkäuferin,täuschte,"die Kundin,",weil,sie,in dem Moment,unaufmerksam war,und ,Störungen,verursachte,"Die Verkäuferin täuschte die Kundin, weil sie in dem Moment unaufmerksam war und Störungen verursachte.",ok_prefix_keep_particle_or_punctuation,Der Verkäufer,Die Verkäuferin,den Kunden,die Kundin,neutral,,,fooled,AgP,6,17,0.45,10,neutral,täuschte,täuschte,0.44,8,,"Der Verkäufer täuschte die Kundin, weil sie am frühen Morgen unerfahren war und die Unsicherheit zeigte.",unerfahren,2.77,10,50,50,suboptimal,nonamb
131,swapped,8,66,täuschte,NP2-Causality,Die Verkäuferin,täuschte,"den Kunden,",weil,er,in dem Moment,unaufmerksam war,und ,Störungen,verursachte,"Die Verkäuferin täuschte den Kunden, weil er in dem Moment unaufmerksam war und Störungen verursachte.",ok_prefix_keep_particle_or_punctuation,Der Verkäufer,Die Verkäuferin,den Kunden,die Kundin,neutral,,,fooled,AgP,6,17,0.45,10,neutral,täuschte,täuschte,0.44,8,,"Der Verkäufer täuschte die Kundin, weil sie am frühen Morgen unerfahren war und die Unsicherheit zeigte.",unerfahren,2.77,10,50,50,suboptimal,nonamb
226,original,1,67,faszinierte,NP1-Causality,Der Darsteller,faszinierte,"die Zuschauerin,",weil,er,in der Aufführung,ausdrucksstark war,und,eine Botschaft,kommunizierte,"Der Darsteller faszinierte die Zuschauerin, weil er in der Aufführung ausdrucksstark war und eine Botschaft kommunizierte.",ok_prefix_keep_particle_or_punctuation,Der Darsteller,Die Darstellerin,den Zuschauer,die Zuschauerin,NP1,,,fascinated,StimExp,10,0,1.64,85,NP1,faszinierte,faszinierte,1.13,11,,"Der Darsteller faszinierte die Zuschauerin, weil er bis zum Ende ausdrucksstark war und die Wirkung erzielte.",ausdrucksstark,1.49,14,62.5,62.5,suboptimal,nonamb
226,both_male,2,67,faszinierte,NP1-Causality,Der Darsteller,faszinierte,"den Zuschauer, ",weil,er,in der Aufführung,ausdrucksstark war,und,eine Botschaft,kommunizierte,"Der Darsteller faszinierte den Zuschauer, weil er in der Aufführung ausdrucksstark war und eine Botschaft kommunizierte.",ok_prefix_keep_particle_or_punctuation,Der Darsteller,Die Darstellerin,den Zuschauer,die Zuschauerin,NP1,,,fascinated,StimExp,10,0,1.64,85,NP1,faszinierte,faszinierte,1.13,11,,"Der Darsteller faszinierte die Zuschauerin, weil er bis zum Ende ausdrucksstark war und die Wirkung erzielte.",ausdrucksstark,1.49,14,62.5,62.5,suboptimal,nonamb
226,both_female,3,67,faszinierte,NP1-Causality,Die Darstellerin,faszinierte,"die Zuschauerin,",weil,sie,in der Aufführung,ausdrucksstark war,und,eine Botschaft,kommunizierte,"Die Darstellerin faszinierte die Zuschauerin, weil sie in der Aufführung ausdrucksstark war und eine Botschaft kommunizierte.",ok_prefix_keep_particle_or_punctuation,Der Darsteller,Die Darstellerin,den Zuschauer,die Zuschauerin,NP1,,,fascinated,StimExp,10,0,1.64,85,NP1,faszinierte,faszinierte,1.13,11,,"Der Darsteller faszinierte die Zuschauerin, weil er bis zum Ende ausdrucksstark war und die Wirkung erzielte.",ausdrucksstark,1.49,14,62.5,62.5,suboptimal,nonamb
